Word	SAT	GSL	Og350	Og850	OgInt	OgNSt	Sw35	Sw207	Fry1k	Ox3k
heal	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
heal_V	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
heal 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
heal _V	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
health	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
health_N	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
health 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
health _N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
healthy	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
healthy_J	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
healthy 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
healthy _J	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
heap	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
heap_N	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hear	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0
hear_V	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0
hear 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
hear _V	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
heard	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
heard_V	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
hearing	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
hearing_N	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
hearing 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
hearing _N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
heart	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0
heart_N	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0
heart 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
heart _N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
heat	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
heat_N	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
heat 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
heat _N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
heating 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
heating _N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
heaven	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
heaven_N	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
heaven 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
heaven _N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
heavenly	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
heavenly_A	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
heavily 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
heavily _A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
heavy	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0
heavy_J	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0
heavy 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
heavy _J	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
heckler	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
heckler_N	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hedge	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hedge_N	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hedonist	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hedonist_N	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
heed	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
heed_V	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
heed_N	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
heedless	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
heedless_J	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
heel 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
heel _N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
height	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
height_N	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
height 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
height _N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
heighten	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
heighten_V	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
heinous	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
heinous_J	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
held	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
held_V	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
hell 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
hell _N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
hello	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hello_UH	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hello 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
hello _UH	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
help	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
help_N	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
help 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
help _N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
help _V	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
helpful 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
helpful _J	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
her	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
her_P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
her 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
her _P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
herbivorous	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
herbivorous_J	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
here	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0
here_A	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0
here 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
here _A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
heresy	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
heresy_N	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
heretic	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
heretic_N	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hermetic	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hermetic_J	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hermitage	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hermitage_N	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hero 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
hero _N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
hers 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
hers _N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
herself 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
herself _P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
hesitate	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hesitate_V	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hesitate 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
hesitate _V	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
hesitation	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hesitation_N	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
heterodox	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
heterodox_N	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
heterogeneous	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
heterogeneous_J	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
heterogenity	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
heterogenity_N	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
heyday	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
heyday_N	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hi 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
hi _UH	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
hiatus	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hiatus_N	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hibernal	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hibernal_N	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hibernate	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hibernate_V	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hide	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hide_V	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hide 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
hide _V	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
hierarchy	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hierarchy_N	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
high	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
high_A	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
high_J	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
high 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
high _J	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
high _A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
highlight 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
highlight _N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
highly 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
highly _A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
highschool 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
highschool _J	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
highway	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
highway_N	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
highway 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
highway _N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
hilarity	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hilarity_N	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hill	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
hill_N	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
hill 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
hill _N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
him	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
him_P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
him 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
him _P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
himself	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
himself_P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
himself 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
himself _P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
hinder	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hinder_V	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hindrance	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hindrance_N	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hinge	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hinge_N	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hip 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
hip _N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
hire	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hire_N	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hire 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
hire _V	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
his	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
his_P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
his 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
his _P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
hiss	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
hiss_N	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
historical 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
historical _J	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
history	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
history_N	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
history 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
history _N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
histrionic	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
histrionic_J	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hit	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0
hit_N	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hit_V	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0
hit 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
hit _N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
hit _V	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
hoard	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hoard_N	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hoard_V	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hoary	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hoary_J	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hoax	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hoax_N	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hoax_V	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hobby 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
hobby _N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
hodgepodge	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hodgepodge_N	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hoe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
hoe_N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
hold	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0
hold_N	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hold_V	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0
hold 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
hold _N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
hold _V	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
hole	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
hole_N	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
hole 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
hole _N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
holiday	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
holiday_N	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
holiday 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
holiday _N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
hollow	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
hollow_J	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
hollow 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
hollow _J	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
holster	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
holster_N	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
holy	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
holy_J	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
holy 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
holy _J	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
homage	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
homage_N	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
home	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
home_N	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
home 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
home _N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
homecoming	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
homecoming_N	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
homemade	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
homemade_N	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
homework	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
homework_N	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
homework 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
homework _N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
homogeneous	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
homogeneous_J	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hone	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hone_V	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
honest	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
honest_J	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
honest 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
honest _J	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
honestly 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
honestly _A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
honesty	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
honesty_N	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
honey	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
honey_N	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
honor	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
honor_N	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
honor 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
honor _N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
hoodwink	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hoodwink_N	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hoof	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hoof_N	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hook	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
hook_N	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
hook 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
hook _N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
hope	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
hope_N	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
hope 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
hope _N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
hope _V	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
hopefully 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
hopefully _A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
horde	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
horde_N	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
horizon	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
horizon_N	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
horizontal	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
horizontal_J	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
horizontal 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
horizontal _J	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
horn	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0
horn_N	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0
horn 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
horn _N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
horror 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
horror _N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
horse	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
horse_N	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
horse 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
horse _N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
horticultural	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
horticultural_J	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hospital	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
hospital_N	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
hospital 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
hospital _N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
host	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
host_N	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
host 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
host _N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
hostility	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hostility_N	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
